,1. open,2. high,3. low,4. close,5. volume,day,day_of_month,month
2021-04-30,0.5675,0.5675,0.5675,0.5675,0,4,30,4
2021-04-29,0.5675,0.5675,0.5675,0.5675,0,3,29,4
2021-04-28,0.56,0.5675,0.56,0.5675,5000,2,28,4
2021-04-27,0.5604,0.5604,0.5604,0.5604,0,1,27,4
2021-04-26,0.5604,0.5604,0.5604,0.5604,0,0,26,4
2021-04-23,0.5604,0.5604,0.5604,0.5604,0,4,23,4
2021-04-22,0.5604,0.5604,0.5604,0.5604,0,3,22,4
2021-04-21,0.5604,0.5604,0.5604,0.5604,0,2,21,4
2021-04-20,0.5604,0.5604,0.5604,0.5604,0,1,20,4
2021-04-19,0.5604,0.5604,0.5604,0.5604,0,0,19,4
2021-04-16,0.5604,0.5604,0.5604,0.5604,0,4,16,4
2021-04-15,0.5604,0.5604,0.5604,0.5604,0,3,15,4
2021-04-14,0.5604,0.5604,0.5604,0.5604,0,2,14,4
2021-04-13,0.5604,0.5604,0.5604,0.5604,0,1,13,4
2021-04-12,0.5604,0.5604,0.5604,0.5604,0,0,12,4
2021-04-09,0.5604,0.5604,0.5604,0.5604,0,4,9,4
2021-04-08,0.5604,0.5604,0.5604,0.5604,0,3,8,4
2021-04-07,0.5604,0.5604,0.5604,0.5604,0,2,7,4
2021-04-06,0.5604,0.5604,0.5604,0.5604,20000,1,6,4
2021-04-05,0.5058,0.5058,0.5058,0.5058,0,0,5,4
2021-04-01,0.5058,0.5058,0.5058,0.5058,0,3,1,4
2021-03-31,0.5058,0.5058,0.5058,0.5058,0,2,31,3
2021-03-30,0.5058,0.5058,0.5058,0.5058,0,1,30,3
2021-03-29,0.5058,0.5058,0.5058,0.5058,0,0,29,3
2021-03-26,0.5058,0.5058,0.5058,0.5058,13000,4,26,3
2021-03-25,0.5058,0.5058,0.5058,0.5058,0,3,25,3
2021-03-24,0.5058,0.5058,0.5058,0.5058,0,2,24,3
2021-03-23,0.5058,0.5058,0.5058,0.5058,0,1,23,3
2021-03-22,0.5058,0.5058,0.5058,0.5058,0,0,22,3
2021-03-19,0.5058,0.5058,0.5058,0.5058,0,4,19,3
2021-03-18,0.5058,0.5058,0.5058,0.5058,0,3,18,3
2021-03-17,0.5058,0.5058,0.5058,0.5058,0,2,17,3
2021-03-16,0.5058,0.5058,0.5058,0.5058,0,1,16,3
2021-03-15,0.5058,0.5058,0.5058,0.5058,0,0,15,3
2021-03-12,0.5058,0.5058,0.5058,0.5058,0,4,12,3
2021-03-11,0.5058,0.5058,0.5058,0.5058,4000,3,11,3
2021-03-10,0.515,0.515,0.515,0.515,0,2,10,3
2021-03-09,0.515,0.515,0.515,0.515,0,1,9,3
2021-03-08,0.515,0.515,0.515,0.515,0,0,8,3
2021-03-05,0.515,0.515,0.515,0.515,780,4,5,3
2021-03-04,0.5342,0.5342,0.5342,0.5342,0,3,4,3
2021-03-03,0.5342,0.5342,0.5342,0.5342,0,2,3,3
2021-03-02,0.5342,0.5342,0.5342,0.5342,0,1,2,3
2021-03-01,0.5342,0.5342,0.5342,0.5342,0,0,1,3
2021-02-26,0.5342,0.5342,0.5342,0.5342,0,4,26,2
2021-02-25,0.5342,0.5342,0.5342,0.5342,0,3,25,2
2021-02-24,0.5342,0.5342,0.5342,0.5342,0,2,24,2
2021-02-23,0.5342,0.5342,0.5342,0.5342,0,1,23,2
2021-02-22,0.5342,0.5342,0.5342,0.5342,0,0,22,2
2021-02-19,0.5342,0.5342,0.5342,0.5342,0,4,19,2
2021-02-18,0.5342,0.5342,0.5342,0.5342,0,3,18,2
2021-02-17,0.5342,0.5342,0.5342,0.5342,0,2,17,2
2021-02-16,0.525,0.5342,0.525,0.5342,250,1,16,2
2021-02-12,0.535,0.535,0.535,0.535,0,4,12,2
2021-02-11,0.535,0.535,0.535,0.535,0,3,11,2
2021-02-10,0.535,0.535,0.535,0.535,0,2,10,2
2021-02-09,0.535,0.535,0.535,0.535,0,1,9,2
2021-02-08,0.535,0.535,0.535,0.535,0,0,8,2
2021-02-05,0.535,0.535,0.535,0.535,0,4,5,2
2021-02-04,0.535,0.535,0.535,0.535,0,3,4,2
2021-02-03,0.535,0.535,0.535,0.535,0,2,3,2
2021-02-02,0.535,0.535,0.535,0.535,0,1,2,2
2021-02-01,0.535,0.535,0.535,0.535,0,0,1,2
2021-01-29,0.535,0.535,0.535,0.535,0,4,29,1
2021-01-28,0.535,0.535,0.535,0.535,0,3,28,1
2021-01-27,0.535,0.535,0.535,0.535,0,2,27,1
2021-01-26,0.535,0.535,0.535,0.535,0,1,26,1
2021-01-25,0.535,0.535,0.535,0.535,0,0,25,1
2021-01-22,0.535,0.535,0.535,0.535,0,4,22,1
2021-01-21,0.535,0.535,0.535,0.535,0,3,21,1
2021-01-20,0.535,0.535,0.535,0.535,0,2,20,1
2021-01-19,0.535,0.535,0.535,0.535,0,1,19,1
2021-01-15,0.535,0.535,0.535,0.535,0,4,15,1
2021-01-14,0.535,0.535,0.535,0.535,0,3,14,1
2021-01-13,0.535,0.535,0.535,0.535,0,2,13,1
2021-01-12,0.535,0.535,0.535,0.535,0,1,12,1
2021-01-11,0.535,0.535,0.535,0.535,0,0,11,1
2021-01-08,0.535,0.535,0.535,0.535,0,4,8,1
2021-01-07,0.535,0.535,0.535,0.535,0,3,7,1
2021-01-06,0.535,0.535,0.535,0.535,0,2,6,1
2021-01-05,0.535,0.535,0.535,0.535,366,1,5,1
2021-01-04,0.5248,0.5248,0.5248,0.5248,0,0,4,1
2020-12-31,0.5248,0.5248,0.5248,0.5248,0,3,31,12
2020-12-30,0.5248,0.5248,0.5248,0.5248,0,2,30,12
2020-12-29,0.5248,0.5248,0.5248,0.5248,0,1,29,12
2020-12-28,0.5248,0.5248,0.5248,0.5248,0,0,28,12
2020-12-24,0.5248,0.5248,0.5248,0.5248,0,3,24,12
2020-12-23,0.5248,0.5248,0.5248,0.5248,0,2,23,12
2020-12-22,0.5248,0.5248,0.5248,0.5248,0,1,22,12
2020-12-21,0.5248,0.5248,0.5248,0.5248,5000,0,21,12
2020-12-18,0.514,0.514,0.514,0.514,0,4,18,12
2020-12-17,0.514,0.514,0.514,0.514,0,3,17,12
2020-12-16,0.514,0.514,0.514,0.514,0,2,16,12
2020-12-15,0.514,0.514,0.514,0.514,0,1,15,12
2020-12-14,0.514,0.514,0.514,0.514,0,0,14,12
2020-12-11,0.5222,0.5222,0.514,0.514,3000,4,11,12
2020-12-10,0.5119,0.5119,0.5119,0.5119,0,3,10,12
2020-12-09,0.5119,0.5119,0.5119,0.5119,0,2,9,12
2020-12-08,0.5119,0.5119,0.5119,0.5119,0,1,8,12
2020-12-07,0.5119,0.5119,0.5119,0.5119,0,0,7,12
2020-12-04,0.5119,0.5119,0.5119,0.5119,0,4,4,12
2020-12-03,0.5119,0.5119,0.5119,0.5119,16000,3,3,12
2020-12-02,0.54,0.54,0.54,0.54,0,2,2,12
2020-12-01,0.54,0.54,0.54,0.54,0,1,1,12
2020-11-30,0.54,0.54,0.54,0.54,0,0,30,11
2020-11-27,0.54,0.54,0.54,0.54,0,4,27,11
2020-11-25,0.54,0.54,0.54,0.54,0,2,25,11
2020-11-24,0.54,0.54,0.54,0.54,0,1,24,11
2020-11-23,0.54,0.54,0.54,0.54,0,0,23,11
2020-11-20,0.54,0.54,0.54,0.54,3000,4,20,11
2020-11-19,0.505,0.505,0.505,0.505,0,3,19,11
2020-11-18,0.505,0.505,0.505,0.505,0,2,18,11
2020-11-17,0.505,0.505,0.505,0.505,0,1,17,11
2020-11-16,0.505,0.505,0.505,0.505,0,0,16,11
2020-11-13,0.505,0.505,0.505,0.505,0,4,13,11
2020-11-12,0.505,0.505,0.505,0.505,0,3,12,11
2020-11-11,0.505,0.505,0.505,0.505,0,2,11,11
2020-11-10,0.505,0.505,0.505,0.505,0,1,10,11
2020-11-09,0.505,0.505,0.505,0.505,0,0,9,11
2020-11-06,0.505,0.505,0.505,0.505,0,4,6,11
2020-11-05,0.505,0.505,0.505,0.505,0,3,5,11
2020-11-04,0.505,0.505,0.505,0.505,0,2,4,11
2020-11-03,0.505,0.505,0.505,0.505,0,1,3,11
2020-11-02,0.505,0.505,0.505,0.505,0,0,2,11
2020-10-30,0.505,0.505,0.505,0.505,0,4,30,10
2020-10-29,0.505,0.505,0.505,0.505,0,3,29,10
2020-10-28,0.505,0.505,0.505,0.505,0,2,28,10
2020-10-27,0.505,0.505,0.505,0.505,0,1,27,10
2020-10-26,0.505,0.505,0.505,0.505,0,0,26,10
2020-10-23,0.505,0.505,0.505,0.505,0,4,23,10
2020-10-22,0.505,0.505,0.505,0.505,0,3,22,10
2020-10-21,0.505,0.505,0.505,0.505,0,2,21,10
2020-10-20,0.505,0.505,0.505,0.505,0,1,20,10
2020-10-19,0.505,0.505,0.505,0.505,0,0,19,10
2020-10-16,0.505,0.505,0.505,0.505,0,4,16,10
2020-10-15,0.505,0.505,0.505,0.505,0,3,15,10
2020-10-14,0.505,0.505,0.505,0.505,0,2,14,10
2020-10-13,0.505,0.505,0.505,0.505,3000,1,13,10
2020-10-12,0.5,0.5,0.5,0.5,0,0,12,10
2020-10-09,0.5,0.5,0.5,0.5,5000,4,9,10
2020-10-08,0.485,0.485,0.485,0.485,0,3,8,10
2020-10-07,0.485,0.485,0.485,0.485,4000,2,7,10
2020-10-06,0.47,0.47,0.47,0.47,0,1,6,10
2020-10-05,0.47,0.47,0.47,0.47,0,0,5,10
2020-10-02,0.47,0.47,0.47,0.47,0,4,2,10
2020-10-01,0.47,0.47,0.47,0.47,0,3,1,10
2020-09-30,0.47,0.47,0.47,0.47,0,2,30,9
2020-09-29,0.47,0.47,0.47,0.47,0,1,29,9
2020-09-28,0.47,0.47,0.47,0.47,0,0,28,9
2020-09-25,0.47,0.47,0.47,0.47,10000,4,25,9
2020-09-24,0.5,0.5,0.5,0.5,0,3,24,9
2020-09-23,0.5,0.5,0.5,0.5,0,2,23,9
2020-09-22,0.5,0.5,0.5,0.5,0,1,22,9
2020-09-21,0.5,0.5,0.5,0.5,0,0,21,9
2020-09-18,0.5,0.5,0.5,0.5,0,4,18,9
2020-09-17,0.5,0.5,0.5,0.5,3001,3,17,9
2020-09-16,0.493,0.493,0.493,0.493,8000,2,16,9
2020-09-15,0.5081,0.5081,0.5081,0.5081,0,1,15,9
2020-09-14,0.5081,0.5081,0.5081,0.5081,0,0,14,9
2020-09-11,0.5081,0.5081,0.5081,0.5081,0,4,11,9
2020-09-10,0.5081,0.5081,0.5081,0.5081,0,3,10,9
2020-09-09,0.5081,0.5081,0.5081,0.5081,0,2,9,9
2020-09-08,0.5081,0.5081,0.5081,0.5081,0,1,8,9
2020-09-04,0.5081,0.5081,0.5081,0.5081,0,4,4,9
2020-09-03,0.5081,0.5081,0.5081,0.5081,0,3,3,9
2020-09-02,0.5081,0.5081,0.5081,0.5081,0,2,2,9
2020-09-01,0.5081,0.5081,0.5081,0.5081,0,1,1,9
2020-08-31,0.5081,0.5081,0.5081,0.5081,0,0,31,8
2020-08-28,0.5081,0.5081,0.5081,0.5081,0,4,28,8
2020-08-27,0.5081,0.5081,0.5081,0.5081,0,3,27,8
2020-08-26,0.5081,0.5081,0.5081,0.5081,0,2,26,8
2020-08-25,0.5081,0.5081,0.5081,0.5081,0,1,25,8
2020-08-24,0.5081,0.5081,0.5081,0.5081,0,0,24,8
2020-08-21,0.5081,0.5081,0.5081,0.5081,0,4,21,8
2020-08-20,0.5081,0.5081,0.5081,0.5081,0,3,20,8
2020-08-19,0.5081,0.5081,0.5081,0.5081,0,2,19,8
2020-08-18,0.5081,0.5081,0.5081,0.5081,0,1,18,8
2020-08-17,0.5081,0.5081,0.5081,0.5081,0,0,17,8
2020-08-14,0.5081,0.5081,0.5081,0.5081,0,4,14,8
2020-08-13,0.5081,0.5081,0.5081,0.5081,0,3,13,8
2020-08-12,0.5081,0.5081,0.5081,0.5081,0,2,12,8
2020-08-11,0.5081,0.5081,0.5081,0.5081,0,1,11,8
2020-08-10,0.5081,0.5081,0.5081,0.5081,0,0,10,8
2020-08-07,0.5081,0.5081,0.5081,0.5081,0,4,7,8
2020-08-06,0.5081,0.5081,0.5081,0.5081,0,3,6,8
2020-08-05,0.5081,0.5081,0.5081,0.5081,0,2,5,8
2020-08-04,0.5081,0.5081,0.5081,0.5081,0,1,4,8
2020-08-03,0.5081,0.5081,0.5081,0.5081,0,0,3,8
2020-07-31,0.5081,0.5081,0.5081,0.5081,11000,4,31,7
2020-07-30,0.55,0.55,0.55,0.55,0,3,30,7
2020-07-29,0.55,0.55,0.55,0.55,0,2,29,7
2020-07-28,0.55,0.55,0.55,0.55,0,1,28,7
2020-07-27,0.55,0.55,0.55,0.55,0,0,27,7
2020-07-24,0.55,0.55,0.55,0.55,0,4,24,7
2020-07-23,0.555,0.555,0.55,0.55,21000,3,23,7
2020-07-22,0.555,0.555,0.555,0.555,0,2,22,7
2020-07-21,0.56,0.56,0.56,0.56,0,1,21,7
2020-07-20,0.56,0.56,0.56,0.56,0,0,20,7
2020-07-17,0.56,0.56,0.56,0.56,0,4,17,7
2020-07-16,0.56,0.56,0.56,0.56,0,3,16,7
2020-07-15,0.56,0.56,0.56,0.56,0,2,15,7
2020-07-14,0.56,0.56,0.56,0.56,0,1,14,7
2020-07-13,0.56,0.56,0.56,0.56,0,0,13,7
2020-07-10,0.5625,0.5625,0.54,0.555,20200,4,10,7
2020-07-09,0.54,0.54,0.54,0.54,0,3,9,7
2020-07-08,0.54,0.54,0.54,0.54,0,2,8,7
2020-07-07,0.54,0.54,0.54,0.54,0,1,7,7
2020-07-06,0.54,0.54,0.54,0.54,0,0,6,7
2020-07-02,0.54,0.54,0.54,0.54,0,3,2,7
2020-07-01,0.54,0.54,0.54,0.54,0,2,1,7
2020-06-30,0.54,0.54,0.54,0.54,0,1,30,6
2020-06-29,0.54,0.54,0.54,0.54,0,0,29,6
2020-06-26,0.54,0.54,0.54,0.54,5000,4,26,6
2020-06-25,0.55,0.55,0.55,0.55,0,3,25,6
2020-06-24,0.55,0.55,0.55,0.55,0,2,24,6
2020-06-23,0.55,0.55,0.55,0.55,0,1,23,6
2020-06-22,0.55,0.55,0.55,0.55,5000,0,22,6
2020-06-19,0.58,0.58,0.58,0.58,0,4,19,6
2020-06-18,0.58,0.58,0.58,0.58,0,3,18,6
2020-06-17,0.58,0.58,0.58,0.58,0,2,17,6
2020-06-16,0.58,0.58,0.58,0.58,0,1,16,6
2020-06-15,0.58,0.58,0.58,0.58,0,0,15,6
2020-06-12,0.58,0.58,0.58,0.58,0,4,12,6
2020-06-11,0.58,0.58,0.58,0.58,0,3,11,6
2020-06-10,0.58,0.58,0.58,0.58,0,2,10,6
2020-06-09,0.58,0.58,0.58,0.58,0,1,9,6
2020-06-08,0.5845,0.5845,0.5845,0.5845,12000,0,8,6
2020-06-05,0.54,0.54,0.54,0.54,0,4,5,6
2020-06-04,0.54,0.54,0.54,0.54,0,3,4,6
2020-06-03,0.54,0.54,0.54,0.54,0,2,3,6
2020-06-02,0.54,0.54,0.54,0.54,0,1,2,6
2020-06-01,0.54,0.54,0.54,0.54,0,0,1,6
2020-05-29,0.54,0.54,0.54,0.54,1600,4,29,5
2020-05-28,0.53,0.53,0.53,0.53,0,3,28,5
2020-05-27,0.53,0.53,0.53,0.53,0,2,27,5
2020-05-26,0.53,0.53,0.53,0.53,0,1,26,5
2020-05-22,0.53,0.53,0.53,0.53,1600,4,22,5
2020-05-21,0.53,0.53,0.53,0.53,0,3,21,5
2020-05-20,0.53,0.53,0.53,0.53,0,2,20,5
2020-05-19,0.5275,0.5275,0.5275,0.5275,8000,1,19,5
2020-05-18,0.51,0.51,0.51,0.51,0,0,18,5
2020-05-15,0.51,0.51,0.51,0.51,0,4,15,5
2020-05-14,0.51,0.51,0.51,0.51,20000,3,14,5
2020-05-13,0.52,0.52,0.52,0.52,0,2,13,5
2020-05-12,0.52,0.52,0.52,0.52,0,1,12,5
2020-05-11,0.52,0.52,0.52,0.52,0,0,11,5
2020-05-08,0.5241,0.5241,0.5241,0.5241,1500,4,8,5
2020-05-07,0.49,0.49,0.49,0.49,0,3,7,5
2020-05-06,0.49,0.49,0.49,0.49,0,2,6,5
2020-05-05,0.49,0.49,0.49,0.49,0,1,5,5
2020-05-04,0.49,0.49,0.49,0.49,0,0,4,5
2020-05-01,0.49,0.49,0.49,0.49,0,4,1,5
2020-04-30,0.49,0.49,0.49,0.49,0,3,30,4
2020-04-29,0.49,0.49,0.49,0.49,0,2,29,4
2020-04-28,0.49,0.49,0.49,0.49,0,1,28,4
2020-04-27,0.49,0.49,0.49,0.49,0,0,27,4
2020-04-24,0.49,0.49,0.49,0.49,0,4,24,4
2020-04-23,0.49,0.49,0.49,0.49,0,3,23,4
2020-04-22,0.4875,0.4875,0.4875,0.4875,6000,2,22,4
2020-04-21,0.46,0.46,0.46,0.46,0,1,21,4
2020-04-20,0.46,0.46,0.46,0.46,0,0,20,4
2020-04-17,0.46,0.46,0.46,0.46,0,4,17,4
2020-04-16,0.46,0.46,0.46,0.46,0,3,16,4
2020-04-15,0.46,0.46,0.46,0.46,0,2,15,4
2020-04-14,0.46,0.46,0.46,0.46,0,1,14,4
2020-04-13,0.46,0.46,0.46,0.46,0,0,13,4
2020-04-09,0.46,0.46,0.46,0.46,300,3,9,4
2020-04-08,0.46,0.46,0.46,0.46,0,2,8,4
2020-04-07,0.46,0.46,0.46,0.46,0,1,7,4
2020-04-06,0.46,0.46,0.46,0.46,300,0,6,4
2020-04-03,0.44,0.44,0.44,0.44,0,4,3,4
2020-04-02,0.44,0.44,0.44,0.44,25,3,2,4
2020-04-01,0.44,0.44,0.44,0.44,0,2,1,4
2020-03-31,0.44,0.44,0.44,0.44,0,1,31,3
2020-03-30,0.44,0.44,0.44,0.44,0,0,30,3
2020-03-27,0.44,0.44,0.44,0.44,5000,4,27,3
2020-03-26,0.43,0.43,0.43,0.43,0,3,26,3
2020-03-25,0.43,0.43,0.43,0.43,0,2,25,3
2020-03-24,0.43,0.43,0.43,0.43,0,1,24,3
2020-03-23,0.43,0.43,0.43,0.43,1500,0,23,3
2020-03-20,0.4,0.4,0.4,0.4,0,4,20,3
2020-03-19,0.4,0.4,0.4,0.4,15000,3,19,3
2020-03-18,0.4,0.4,0.4,0.4,10000,2,18,3
2020-03-17,0.43,0.43,0.43,0.43,30000,1,17,3
2020-03-16,0.42,0.42,0.42,0.42,6000,0,16,3
2020-03-13,0.55,0.55,0.55,0.55,0,4,13,3
2020-03-12,0.55,0.55,0.55,0.55,0,3,12,3
2020-03-11,0.55,0.55,0.55,0.55,0,2,11,3
2020-03-10,0.55,0.55,0.55,0.55,0,1,10,3
2020-03-09,0.55,0.55,0.55,0.55,0,0,9,3
2020-03-06,0.55,0.55,0.55,0.55,0,4,6,3
2020-03-05,0.55,0.55,0.55,0.55,0,3,5,3
2020-03-04,0.55,0.55,0.55,0.55,0,2,4,3
2020-03-03,0.55,0.55,0.55,0.55,0,1,3,3
2020-03-02,0.55,0.55,0.55,0.55,0,0,2,3
2020-02-28,0.553,0.553,0.553,0.553,2000,4,28,2
2020-02-27,0.61,0.61,0.61,0.61,0,3,27,2
2020-02-26,0.61,0.61,0.61,0.61,0,2,26,2
2020-02-25,0.61,0.61,0.61,0.61,0,1,25,2
2020-02-24,0.61,0.61,0.61,0.61,0,0,24,2
2020-02-21,0.61,0.61,0.61,0.61,0,4,21,2
2020-02-20,0.61,0.61,0.61,0.61,0,3,20,2
2020-02-19,0.61,0.61,0.61,0.61,0,2,19,2
2020-02-18,0.61,0.61,0.61,0.61,0,1,18,2
2020-02-14,0.61,0.61,0.61,0.61,0,4,14,2
2020-02-13,0.61,0.61,0.61,0.61,0,3,13,2
2020-02-12,0.61,0.61,0.61,0.61,0,2,12,2
2020-02-11,0.61,0.61,0.61,0.61,4050,1,11,2
2020-02-10,0.68,0.68,0.68,0.68,0,0,10,2
2020-02-07,0.68,0.68,0.68,0.68,0,4,7,2
2020-02-06,0.68,0.68,0.68,0.68,0,3,6,2
2020-02-04,0.68,0.68,0.68,0.68,0,1,4,2
2020-02-03,0.68,0.68,0.68,0.68,0,0,3,2
2020-01-31,0.68,0.68,0.68,0.68,0,4,31,1
2020-01-29,0.68,0.68,0.68,0.68,0,2,29,1
2020-01-28,0.68,0.68,0.68,0.68,0,1,28,1
2020-01-27,0.68,0.68,0.68,0.68,0,0,27,1
2020-01-24,0.68,0.68,0.68,0.68,0,4,24,1
2020-01-23,0.68,0.68,0.68,0.68,0,3,23,1
2020-01-22,0.68,0.68,0.68,0.68,0,2,22,1
2020-01-21,0.68,0.68,0.68,0.68,0,1,21,1
2020-01-17,0.68,0.68,0.68,0.68,0,4,17,1
2020-01-16,0.68,0.68,0.68,0.68,0,3,16,1
2020-01-15,0.68,0.68,0.68,0.68,0,2,15,1
2020-01-14,0.68,0.68,0.68,0.68,0,1,14,1
2020-01-13,0.68,0.68,0.68,0.68,0,0,13,1
2020-01-10,0.68,0.68,0.68,0.68,0,4,10,1
2020-01-09,0.68,0.68,0.68,0.68,0,3,9,1
2020-01-08,0.68,0.68,0.68,0.68,0,2,8,1
2020-01-07,0.68,0.68,0.68,0.68,0,1,7,1
2020-01-06,0.68,0.68,0.68,0.68,0,0,6,1
2020-01-03,0.68,0.68,0.68,0.68,0,4,3,1
2020-01-02,0.68,0.68,0.68,0.68,0,3,2,1
2019-12-31,0.68,0.68,0.68,0.68,0,1,31,12
2019-12-30,0.68,0.68,0.68,0.68,0,0,30,12
2019-12-27,0.676,0.676,0.676,0.676,160,4,27,12
2019-12-26,0.68,0.68,0.68,0.68,0,3,26,12
2019-12-24,0.68,0.68,0.68,0.68,0,1,24,12
2019-12-23,0.68,0.68,0.68,0.68,0,0,23,12
2019-12-20,0.68,0.68,0.68,0.68,0,4,20,12
2019-12-19,0.68,0.68,0.68,0.68,0,3,19,12
2019-12-18,0.68,0.68,0.68,0.68,0,2,18,12
2019-12-17,0.68,0.68,0.68,0.68,0,1,17,12
2019-12-16,0.68,0.68,0.68,0.68,0,0,16,12
2019-12-13,0.6776,0.69,0.6776,0.6811,25500,4,13,12
2019-12-12,0.66,0.66,0.66,0.66,0,3,12,12
2019-12-11,0.66,0.66,0.66,0.66,0,2,11,12
2019-12-10,0.66,0.66,0.66,0.66,0,1,10,12
2019-12-09,0.66,0.66,0.66,0.66,0,0,9,12
2019-12-06,0.66,0.66,0.66,0.66,0,4,6,12
2019-12-05,0.66,0.66,0.66,0.66,0,3,5,12
2019-12-04,0.66,0.66,0.66,0.66,0,2,4,12
2019-12-03,0.656,0.656,0.656,0.656,10133,1,3,12
2019-12-02,0.71,0.71,0.71,0.71,0,0,2,12
2019-11-29,0.71,0.71,0.71,0.71,0,4,29,11
2019-11-27,0.71,0.71,0.71,0.71,0,2,27,11
2019-11-26,0.71,0.71,0.71,0.71,0,1,26,11
2019-11-25,0.71,0.71,0.71,0.71,0,0,25,11
2019-11-22,0.71,0.71,0.71,0.71,0,4,22,11
2019-11-21,0.71,0.71,0.71,0.71,0,3,21,11
2019-11-20,0.71,0.71,0.71,0.71,0,2,20,11
2019-11-19,0.71,0.71,0.71,0.71,0,1,19,11
2019-11-18,0.71,0.71,0.71,0.71,0,0,18,11
2019-11-15,0.71,0.71,0.71,0.71,0,4,15,11
2019-11-14,0.71,0.71,0.71,0.71,0,3,14,11
2019-11-13,0.71,0.71,0.71,0.71,0,2,13,11
2019-11-12,0.71,0.71,0.71,0.71,0,1,12,11
2019-11-11,0.71,0.71,0.71,0.71,0,0,11,11
2019-11-08,0.71,0.71,0.71,0.71,0,4,8,11
2019-11-07,0.71,0.71,0.71,0.71,0,3,7,11
2019-11-06,0.71,0.71,0.71,0.71,0,2,6,11
2019-11-05,0.71,0.71,0.71,0.71,0,1,5,11
2019-11-04,0.71,0.71,0.71,0.71,0,0,4,11
2019-11-01,0.71,0.71,0.71,0.71,0,4,1,11
2019-10-31,0.71,0.71,0.71,0.71,0,3,31,10
2019-10-30,0.71,0.71,0.71,0.71,0,2,30,10
2019-10-29,0.71,0.71,0.71,0.71,0,1,29,10
2019-10-28,0.7,0.705,0.7,0.705,31500,0,28,10
2019-10-25,0.69,0.69,0.69,0.69,0,4,25,10
2019-10-24,0.69,0.69,0.69,0.69,0,3,24,10
2019-10-23,0.69,0.69,0.69,0.69,0,2,23,10
2019-10-22,0.69,0.69,0.69,0.69,0,1,22,10
2019-10-21,0.69,0.69,0.69,0.69,0,0,21,10
2019-10-18,0.69,0.69,0.69,0.69,0,4,18,10
2019-10-17,0.69,0.69,0.69,0.69,0,3,17,10
2019-10-16,0.69,0.69,0.69,0.69,0,2,16,10
2019-10-15,0.69,0.69,0.69,0.69,0,1,15,10
2019-10-14,0.69,0.69,0.69,0.69,0,0,14,10
2019-10-11,0.69,0.69,0.69,0.69,0,4,11,10
2019-10-10,0.69,0.69,0.69,0.69,0,3,10,10
2019-10-09,0.69,0.69,0.69,0.69,0,2,9,10
2019-10-08,0.69,0.69,0.69,0.69,50,1,8,10
2019-10-07,0.69,0.69,0.69,0.69,0,0,7,10
2019-10-04,0.69,0.69,0.69,0.69,0,4,4,10
2019-10-03,0.69,0.69,0.69,0.69,0,3,3,10
2019-10-02,0.69,0.69,0.69,0.69,0,2,2,10
